date,open_interest,ticker,expiration,type,strike
6/7/2016,20235,FB,6/17/2016,P,110
6/8/2016,19885,FB,6/17/2016,P,110
6/9/2016,19833,FB,6/17/2016,P,110
6/10/2016,19794,FB,6/17/2016,P,110
6/13/2016,21855,FB,6/17/2016,P,110
6/14/2016,20225,FB,6/17/2016,P,110
6/15/2016,21016,FB,6/17/2016,P,110
6/16/2016,21282,FB,6/17/2016,P,110
6/17/2016,20899,FB,6/17/2016,P,110
5/23/2016,387,FB,6/17/2016,P,111
5/24/2016,413,FB,6/17/2016,P,111
5/25/2016,490,FB,6/17/2016,P,111
5/26/2016,568,FB,6/17/2016,P,111
5/27/2016,577,FB,6/17/2016,P,111
5/31/2016,611,FB,6/17/2016,P,111
6/1/2016,680,FB,6/17/2016,P,111
6/2/2016,736,FB,6/17/2016,P,111
6/3/2016,815,FB,6/17/2016,P,111
6/6/2016,1078,FB,6/17/2016,P,111
6/7/2016,1138,FB,6/17/2016,P,111
6/8/2016,1145,FB,6/17/2016,P,111
6/9/2016,1198,FB,6/17/2016,P,111
6/10/2016,1765,FB,6/17/2016,P,111
6/13/2016,2966,FB,6/17/2016,P,111
6/14/2016,3176,FB,6/17/2016,P,111
6/15/2016,3449,FB,6/17/2016,P,111
6/16/2016,3711,FB,6/17/2016,P,111
6/17/2016,3692,FB,6/17/2016,P,111
5/23/2016,1005,FB,6/17/2016,P,112
5/24/2016,1213,FB,6/17/2016,P,112
5/25/2016,1341,FB,6/17/2016,P,112
5/26/2016,1403,FB,6/17/2016,P,112
5/27/2016,1448,FB,6/17/2016,P,112
5/31/2016,1552,FB,6/17/2016,P,112
6/1/2016,1582,FB,6/17/2016,P,112
6/2/2016,1710,FB,6/17/2016,P,112
6/3/2016,1886,FB,6/17/2016,P,112
6/6/2016,1907,FB,6/17/2016,P,112
6/7/2016,2728,FB,6/17/2016,P,112
6/8/2016,2849,FB,6/17/2016,P,112
6/9/2016,2895,FB,6/17/2016,P,112
6/10/2016,3644,FB,6/17/2016,P,112
6/13/2016,6610,FB,6/17/2016,P,112
6/14/2016,7029,FB,6/17/2016,P,112
6/15/2016,7180,FB,6/17/2016,P,112
6/16/2016,7593,FB,6/17/2016,P,112
6/17/2016,5875,FB,6/17/2016,P,112
5/23/2016,227,FB,6/17/2016,P,113
5/24/2016,329,FB,6/17/2016,P,113
5/25/2016,437,FB,6/17/2016,P,113
5/26/2016,506,FB,6/17/2016,P,113
5/27/2016,523,FB,6/17/2016,P,113
5/31/2016,786,FB,6/17/2016,P,113
6/1/2016,830,FB,6/17/2016,P,113
6/2/2016,1298,FB,6/17/2016,P,113
6/3/2016,2306,FB,6/17/2016,P,113
6/6/2016,2464,FB,6/17/2016,P,113
6/7/2016,2569,FB,6/17/2016,P,113
6/8/2016,2596,FB,6/17/2016,P,113
6/9/2016,2742,FB,6/17/2016,P,113
6/10/2016,3407,FB,6/17/2016,P,113
6/13/2016,5661,FB,6/17/2016,P,113
6/14/2016,6193,FB,6/17/2016,P,113
6/15/2016,7105,FB,6/17/2016,P,113
6/16/2016,7971,FB,6/17/2016,P,113
6/17/2016,1439,FB,6/17/2016,P,113
5/23/2016,431,FB,6/17/2016,P,114
5/24/2016,422,FB,6/17/2016,P,114
5/25/2016,694,FB,6/17/2016,P,114
5/26/2016,777,FB,6/17/2016,P,114
5/27/2016,771,FB,6/17/2016,P,114
5/31/2016,854,FB,6/17/2016,P,114
6/1/2016,907,FB,6/17/2016,P,114
6/2/2016,1449,FB,6/17/2016,P,114
6/3/2016,2189,FB,6/17/2016,P,114
6/6/2016,2797,FB,6/17/2016,P,114
6/7/2016,2971,FB,6/17/2016,P,114
6/8/2016,2990,FB,6/17/2016,P,114
6/9/2016,3134,FB,6/17/2016,P,114
6/10/2016,3813,FB,6/17/2016,P,114
6/13/2016,6083,FB,6/17/2016,P,114
6/14/2016,7031,FB,6/17/2016,P,114
6/15/2016,7705,FB,6/17/2016,P,114
6/16/2016,8010,FB,6/17/2016,P,114
5/2/2016,5712,FB,6/17/2016,P,115
5/3/2016,6132,FB,6/17/2016,P,115
5/4/2016,8853,FB,6/17/2016,P,115
5/5/2016,9519,FB,6/17/2016,P,115
5/6/2016,9925,FB,6/17/2016,P,115
5/9/2016,9996,FB,6/17/2016,P,115
5/10/2016,9835,FB,6/17/2016,P,115
5/11/2016,10580,FB,6/17/2016,P,115
5/12/2016,10951,FB,6/17/2016,P,115
5/13/2016,11053,FB,6/17/2016,P,115
5/16/2016,10927,FB,6/17/2016,P,115
5/17/2016,11703,FB,6/17/2016,P,115
5/18/2016,12100,FB,6/17/2016,P,115
5/19/2016,18262,FB,6/17/2016,P,115
5/20/2016,18780,FB,6/17/2016,P,115
5/23/2016,19950,FB,6/17/2016,P,115
5/24/2016,20276,FB,6/17/2016,P,115
5/25/2016,20680,FB,6/17/2016,P,115
5/26/2016,21152,FB,6/17/2016,P,115
5/27/2016,21058,FB,6/17/2016,P,115
5/31/2016,21114,FB,6/17/2016,P,115
6/1/2016,21167,FB,6/17/2016,P,115
6/2/2016,21091,FB,6/17/2016,P,115
6/3/2016,21080,FB,6/17/2016,P,115
6/6/2016,21383,FB,6/17/2016,P,115
6/7/2016,21885,FB,6/17/2016,P,115
6/8/2016,21890,FB,6/17/2016,P,115
6/9/2016,22200,FB,6/17/2016,P,115
6/10/2016,21477,FB,6/17/2016,P,115
6/13/2016,23478,FB,6/17/2016,P,115
6/14/2016,26696,FB,6/17/2016,P,115
6/15/2016,24029,FB,6/17/2016,P,115
6/16/2016,21929,FB,6/17/2016,P,115
5/23/2016,623,FB,6/17/2016,P,116
5/24/2016,633,FB,6/17/2016,P,116
5/25/2016,689,FB,6/17/2016,P,116
5/26/2016,1258,FB,6/17/2016,P,116
5/27/2016,1318,FB,6/17/2016,P,116
5/31/2016,1274,FB,6/17/2016,P,116
6/1/2016,1293,FB,6/17/2016,P,116
6/2/2016,1597,FB,6/17/2016,P,116
6/3/2016,2888,FB,6/17/2016,P,116
6/6/2016,3278,FB,6/17/2016,P,116
6/7/2016,3543,FB,6/17/2016,P,116
6/8/2016,3901,FB,6/17/2016,P,116
6/9/2016,4672,FB,6/17/2016,P,116
6/10/2016,5643,FB,6/17/2016,P,116
6/13/2016,5074,FB,6/17/2016,P,116
6/14/2016,4941,FB,6/17/2016,P,116
6/15/2016,4904,FB,6/17/2016,P,116
6/16/2016,4259,FB,6/17/2016,P,116
5/23/2016,1559,FB,6/17/2016,P,117
5/24/2016,1631,FB,6/17/2016,P,117
5/25/2016,1851,FB,6/17/2016,P,117
5/26/2016,2044,FB,6/17/2016,P,117
5/27/2016,2505,FB,6/17/2016,P,117
5/31/2016,2628,FB,6/17/2016,P,117
6/1/2016,2674,FB,6/17/2016,P,117
6/2/2016,2834,FB,6/17/2016,P,117
6/3/2016,2916,FB,6/17/2016,P,117
6/6/2016,3109,FB,6/17/2016,P,117
6/7/2016,3567,FB,6/17/2016,P,117
6/8/2016,3766,FB,6/17/2016,P,117
6/9/2016,4076,FB,6/17/2016,P,117
6/10/2016,6042,FB,6/17/2016,P,117
6/13/2016,5451,FB,6/17/2016,P,117
6/14/2016,5166,FB,6/17/2016,P,117
6/15/2016,4997,FB,6/17/2016,P,117
6/16/2016,4666,FB,6/17/2016,P,117
5/23/2016,17,FB,6/17/2016,P,118
5/24/2016,347,FB,6/17/2016,P,118
5/25/2016,579,FB,6/17/2016,P,118
5/26/2016,859,FB,6/17/2016,P,118
5/27/2016,921,FB,6/17/2016,P,118
5/31/2016,1225,FB,6/17/2016,P,118
6/1/2016,1316,FB,6/17/2016,P,118
6/2/2016,1407,FB,6/17/2016,P,118
6/3/2016,1582,FB,6/17/2016,P,118
6/6/2016,2147,FB,6/17/2016,P,118
6/7/2016,2866,FB,6/17/2016,P,118
6/8/2016,2749,FB,6/17/2016,P,118
6/9/2016,3535,FB,6/17/2016,P,118
6/10/2016,3639,FB,6/17/2016,P,118
6/13/2016,3182,FB,6/17/2016,P,118
6/14/2016,3163,FB,6/17/2016,P,118
6/15/2016,3061,FB,6/17/2016,P,118
6/16/2016,2129,FB,6/17/2016,P,118
5/23/2016,31,FB,6/17/2016,P,119
5/24/2016,775,FB,6/17/2016,P,119
5/25/2016,962,FB,6/17/2016,P,119
5/26/2016,1214,FB,6/17/2016,P,119
5/27/2016,1329,FB,6/17/2016,P,119
5/31/2016,1757,FB,6/17/2016,P,119
6/1/2016,1824,FB,6/17/2016,P,119
6/2/2016,2778,FB,6/17/2016,P,119
6/3/2016,2911,FB,6/17/2016,P,119
6/6/2016,3793,FB,6/17/2016,P,119
6/7/2016,3512,FB,6/17/2016,P,119
6/8/2016,3393,FB,6/17/2016,P,119
6/9/2016,3456,FB,6/17/2016,P,119
6/10/2016,3919,FB,6/17/2016,P,119
6/13/2016,3676,FB,6/17/2016,P,119
6/14/2016,3075,FB,6/17/2016,P,119
6/15/2016,2996,FB,6/17/2016,P,119
6/16/2016,1666,FB,6/17/2016,P,119
5/2/2016,7639,FB,6/17/2016,P,120
5/3/2016,7585,FB,6/17/2016,P,120
5/4/2016,7726,FB,6/17/2016,P,120
5/5/2016,7807,FB,6/17/2016,P,120
5/6/2016,8199,FB,6/17/2016,P,120
5/9/2016,8300,FB,6/17/2016,P,120
5/10/2016,8818,FB,6/17/2016,P,120
5/11/2016,9117,FB,6/17/2016,P,120
5/12/2016,10041,FB,6/17/2016,P,120
5/13/2016,9886,FB,6/17/2016,P,120
5/16/2016,10044,FB,6/17/2016,P,120
5/17/2016,10082,FB,6/17/2016,P,120
5/18/2016,10180,FB,6/17/2016,P,120
5/19/2016,10058,FB,6/17/2016,P,120
5/20/2016,10121,FB,6/17/2016,P,120
5/23/2016,10100,FB,6/17/2016,P,120
5/24/2016,10167,FB,6/17/2016,P,120
5/25/2016,10172,FB,6/17/2016,P,120
5/26/2016,15486,FB,6/17/2016,P,120
5/27/2016,16130,FB,6/17/2016,P,120
5/31/2016,15889,FB,6/17/2016,P,120
6/1/2016,15950,FB,6/17/2016,P,120
6/2/2016,16007,FB,6/17/2016,P,120
6/3/2016,15699,FB,6/17/2016,P,120
6/6/2016,15803,FB,6/17/2016,P,120
6/7/2016,15835,FB,6/17/2016,P,120
6/8/2016,16006,FB,6/17/2016,P,120
6/9/2016,15948,FB,6/17/2016,P,120
6/10/2016,15859,FB,6/17/2016,P,120
6/13/2016,15918,FB,6/17/2016,P,120
6/14/2016,15667,FB,6/17/2016,P,120
6/15/2016,15673,FB,6/17/2016,P,120
6/16/2016,13917,FB,6/17/2016,P,120
5/24/2016,100,FB,6/17/2016,P,121
5/25/2016,110,FB,6/17/2016,P,121
5/26/2016,157,FB,6/17/2016,P,121
5/27/2016,183,FB,6/17/2016,P,121
5/31/2016,232,FB,6/17/2016,P,121
6/1/2016,291,FB,6/17/2016,P,121
6/2/2016,330,FB,6/17/2016,P,121
6/3/2016,397,FB,6/17/2016,P,121
6/6/2016,501,FB,6/17/2016,P,121
6/7/2016,517,FB,6/17/2016,P,121
6/8/2016,575,FB,6/17/2016,P,121
6/9/2016,580,FB,6/17/2016,P,121
6/10/2016,615,FB,6/17/2016,P,121
6/13/2016,360,FB,6/17/2016,P,121
6/14/2016,358,FB,6/17/2016,P,121
6/15/2016,282,FB,6/17/2016,P,121
6/16/2016,231,FB,6/17/2016,P,121
5/24/2016,62,FB,6/17/2016,P,122
5/25/2016,75,FB,6/17/2016,P,122
5/26/2016,120,FB,6/17/2016,P,122
5/27/2016,149,FB,6/17/2016,P,122
5/31/2016,162,FB,6/17/2016,P,122
6/1/2016,162,FB,6/17/2016,P,122
6/2/2016,177,FB,6/17/2016,P,122
6/3/2016,191,FB,6/17/2016,P,122
6/6/2016,231,FB,6/17/2016,P,122
6/7/2016,232,FB,6/17/2016,P,122
6/8/2016,232,FB,6/17/2016,P,122
6/9/2016,230,FB,6/17/2016,P,122
6/10/2016,224,FB,6/17/2016,P,122
6/13/2016,216,FB,6/17/2016,P,122
6/14/2016,150,FB,6/17/2016,P,122
6/15/2016,147,FB,6/17/2016,P,122
6/16/2016,139,FB,6/17/2016,P,122
5/23/2016,1,FB,6/17/2016,P,123
5/24/2016,1,FB,6/17/2016,P,123
5/25/2016,21,FB,6/17/2016,P,123
5/26/2016,27,FB,6/17/2016,P,123
5/27/2016,34,FB,6/17/2016,P,123
5/31/2016,56,FB,6/17/2016,P,123
6/1/2016,56,FB,6/17/2016,P,123
6/2/2016,96,FB,6/17/2016,P,123
6/3/2016,93,FB,6/17/2016,P,123
6/6/2016,100,FB,6/17/2016,P,123
6/7/2016,266,FB,6/17/2016,P,123
6/8/2016,266,FB,6/17/2016,P,123
6/9/2016,273,FB,6/17/2016,P,123
6/10/2016,273,FB,6/17/2016,P,123
6/13/2016,271,FB,6/17/2016,P,123
6/14/2016,271,FB,6/17/2016,P,123
6/15/2016,212,FB,6/17/2016,P,123
6/16/2016,212,FB,6/17/2016,P,123
5/30/2016,19,FB,6/17/2016,P,124
5/31/2016,185,FB,6/17/2016,P,124
6/1/2016,116,FB,6/17/2016,P,124
6/2/2016,109,FB,6/17/2016,P,124
6/3/2016,114,FB,6/17/2016,P,124
6/6/2016,114,FB,6/17/2016,P,124
6/7/2016,111,FB,6/17/2016,P,124
6/8/2016,111,FB,6/17/2016,P,124
6/9/2016,121,FB,6/17/2016,P,124
6/10/2016,102,FB,6/17/2016,P,124
6/13/2016,103,FB,6/17/2016,P,124
6/14/2016,103,FB,6/17/2016,P,124
6/15/2016,48,FB,6/17/2016,P,124
6/16/2016,48,FB,6/17/2016,P,124
5/2/2016,1647,FB,6/17/2016,P,125
5/3/2016,1678,FB,6/17/2016,P,125
5/4/2016,1700,FB,6/17/2016,P,125
5/5/2016,1704,FB,6/17/2016,P,125
5/6/2016,1721,FB,6/17/2016,P,125
5/9/2016,1821,FB,6/17/2016,P,125
5/10/2016,1859,FB,6/17/2016,P,125
5/11/2016,1908,FB,6/17/2016,P,125
5/12/2016,1915,FB,6/17/2016,P,125
5/13/2016,1910,FB,6/17/2016,P,125
5/16/2016,1907,FB,6/17/2016,P,125
5/17/2016,1851,FB,6/17/2016,P,125
5/18/2016,1793,FB,6/17/2016,P,125
5/19/2016,1791,FB,6/17/2016,P,125
5/20/2016,1791,FB,6/17/2016,P,125
5/23/2016,1791,FB,6/17/2016,P,125
5/24/2016,1789,FB,6/17/2016,P,125
5/25/2016,1786,FB,6/17/2016,P,125
5/26/2016,1832,FB,6/17/2016,P,125
5/27/2016,1828,FB,6/17/2016,P,125
5/31/2016,1811,FB,6/17/2016,P,125
6/1/2016,1811,FB,6/17/2016,P,125
6/2/2016,1809,FB,6/17/2016,P,125
6/3/2016,1811,FB,6/17/2016,P,125
6/6/2016,1837,FB,6/17/2016,P,125
6/7/2016,1835,FB,6/17/2016,P,125
6/8/2016,1828,FB,6/17/2016,P,125
6/9/2016,1828,FB,6/17/2016,P,125
6/10/2016,1472,FB,6/17/2016,P,125
6/13/2016,1362,FB,6/17/2016,P,125
6/14/2016,1327,FB,6/17/2016,P,125
6/15/2016,1213,FB,6/17/2016,P,125
6/16/2016,1249,FB,6/17/2016,P,125
5/24/2016,58,FB,6/17/2016,P,126
5/25/2016,58,FB,6/17/2016,P,126
5/26/2016,58,FB,6/17/2016,P,126
5/27/2016,58,FB,6/17/2016,P,126
5/31/2016,61,FB,6/17/2016,P,126
6/1/2016,62,FB,6/17/2016,P,126
6/2/2016,62,FB,6/17/2016,P,126
6/3/2016,62,FB,6/17/2016,P,126
6/6/2016,62,FB,6/17/2016,P,126
6/7/2016,62,FB,6/17/2016,P,126
6/8/2016,62,FB,6/17/2016,P,126
6/9/2016,64,FB,6/17/2016,P,126
6/10/2016,54,FB,6/17/2016,P,126
6/13/2016,54,FB,6/17/2016,P,126
6/14/2016,54,FB,6/17/2016,P,126
6/15/2016,54,FB,6/17/2016,P,126
6/16/2016,54,FB,6/17/2016,P,126
5/31/2016,3,FB,6/17/2016,P,127
6/1/2016,3,FB,6/17/2016,P,127
6/2/2016,3,FB,6/17/2016,P,127
6/3/2016,3,FB,6/17/2016,P,127
6/6/2016,3,FB,6/17/2016,P,127
6/7/2016,4,FB,6/17/2016,P,127
6/8/2016,8,FB,6/17/2016,P,127
6/9/2016,8,FB,6/17/2016,P,127
6/10/2016,8,FB,6/17/2016,P,127
6/13/2016,4,FB,6/17/2016,P,127
6/14/2016,4,FB,6/17/2016,P,127
6/15/2016,4,FB,6/17/2016,P,127
6/16/2016,4,FB,6/17/2016,P,127
5/25/2016,1,FB,6/17/2016,P,128
5/26/2016,1,FB,6/17/2016,P,128
5/27/2016,1,FB,6/17/2016,P,128
5/31/2016,1,FB,6/17/2016,P,128
6/1/2016,1,FB,6/17/2016,P,128
6/2/2016,1,FB,6/17/2016,P,128
6/3/2016,1,FB,6/17/2016,P,128
6/6/2016,1,FB,6/17/2016,P,128
6/7/2016,1,FB,6/17/2016,P,128
6/8/2016,1,FB,6/17/2016,P,128
6/9/2016,1,FB,6/17/2016,P,128
6/10/2016,1,FB,6/17/2016,P,128
6/13/2016,1,FB,6/17/2016,P,128
6/14/2016,1,FB,6/17/2016,P,128
6/15/2016,1,FB,6/17/2016,P,128
6/16/2016,1,FB,6/17/2016,P,128
5/2/2016,8035,FB,6/17/2016,P,130
5/3/2016,8035,FB,6/17/2016,P,130
5/4/2016,8036,FB,6/17/2016,P,130
5/5/2016,8063,FB,6/17/2016,P,130
5/6/2016,8064,FB,6/17/2016,P,130
5/9/2016,8057,FB,6/17/2016,P,130
5/10/2016,8057,FB,6/17/2016,P,130
5/11/2016,8057,FB,6/17/2016,P,130
5/12/2016,8057,FB,6/17/2016,P,130
5/13/2016,8052,FB,6/17/2016,P,130
5/16/2016,8059,FB,6/17/2016,P,130
5/17/2016,8039,FB,6/17/2016,P,130
5/18/2016,8052,FB,6/17/2016,P,130
5/19/2016,8062,FB,6/17/2016,P,130
5/20/2016,8062,FB,6/17/2016,P,130
5/23/2016,8062,FB,6/17/2016,P,130
5/24/2016,8062,FB,6/17/2016,P,130
5/25/2016,8062,FB,6/17/2016,P,130
5/26/2016,8082,FB,6/17/2016,P,130
5/27/2016,8072,FB,6/17/2016,P,130
5/31/2016,8055,FB,6/17/2016,P,130
6/1/2016,8061,FB,6/17/2016,P,130
6/2/2016,7870,FB,6/17/2016,P,130
6/3/2016,7866,FB,6/17/2016,P,130
6/6/2016,7825,FB,6/17/2016,P,130
6/7/2016,7825,FB,6/17/2016,P,130
6/8/2016,7825,FB,6/17/2016,P,130
6/9/2016,7806,FB,6/17/2016,P,130
6/10/2016,7275,FB,6/17/2016,P,130
6/13/2016,7272,FB,6/17/2016,P,130
6/14/2016,7272,FB,6/17/2016,P,130
6/15/2016,7272,FB,6/17/2016,P,130
6/16/2016,7269,FB,6/17/2016,P,130
5/2/2016,551,FB,6/17/2016,P,135
5/3/2016,551,FB,6/17/2016,P,135
5/4/2016,551,FB,6/17/2016,P,135
5/5/2016,551,FB,6/17/2016,P,135
5/6/2016,628,FB,6/17/2016,P,135
5/9/2016,628,FB,6/17/2016,P,135
5/10/2016,630,FB,6/17/2016,P,135
5/11/2016,630,FB,6/17/2016,P,135
5/12/2016,629,FB,6/17/2016,P,135
5/13/2016,630,FB,6/17/2016,P,135
5/16/2016,630,FB,6/17/2016,P,135
5/17/2016,634,FB,6/17/2016,P,135
5/18/2016,634,FB,6/17/2016,P,135
5/19/2016,589,FB,6/17/2016,P,135
5/20/2016,587,FB,6/17/2016,P,135
5/23/2016,587,FB,6/17/2016,P,135
5/24/2016,587,FB,6/17/2016,P,135
5/25/2016,587,FB,6/17/2016,P,135
5/26/2016,587,FB,6/17/2016,P,135
5/27/2016,587,FB,6/17/2016,P,135
5/31/2016,59,FB,6/17/2016,P,135
6/1/2016,59,FB,6/17/2016,P,135
6/2/2016,60,FB,6/17/2016,P,135
6/3/2016,59,FB,6/17/2016,P,135
6/6/2016,59,FB,6/17/2016,P,135
6/7/2016,59,FB,6/17/2016,P,135
6/8/2016,59,FB,6/17/2016,P,135
6/9/2016,59,FB,6/17/2016,P,135
6/10/2016,59,FB,6/17/2016,P,135
6/13/2016,61,FB,6/17/2016,P,135
6/14/2016,61,FB,6/17/2016,P,135
6/15/2016,61,FB,6/17/2016,P,135
6/16/2016,61,FB,6/17/2016,P,135
4/3/2016,2366,FB,5/20/2016,P,90
4/4/2016,2389,FB,5/20/2016,P,90
4/5/2016,2406,FB,5/20/2016,P,90
4/6/2016,2463,FB,5/20/2016,P,90
4/7/2016,2421,FB,5/20/2016,P,90
4/8/2016,2910,FB,5/20/2016,P,90
4/11/2016,2940,FB,5/20/2016,P,90
4/12/2016,2944,FB,5/20/2016,P,90
4/13/2016,3135,FB,5/20/2016,P,90
4/14/2016,3141,FB,5/20/2016,P,90
4/15/2016,3225,FB,5/20/2016,P,90
4/18/2016,3236,FB,5/20/2016,P,90
4/19/2016,3740,FB,5/20/2016,P,90
4/20/2016,4549,FB,5/20/2016,P,90
4/21/2016,4544,FB,5/20/2016,P,90
4/22/2016,4584,FB,5/20/2016,P,90
4/25/2016,4913,FB,5/20/2016,P,90
4/26/2016,4994,FB,5/20/2016,P,90
4/27/2016,7111,FB,5/20/2016,P,90
4/28/2016,6277,FB,5/20/2016,P,90
4/29/2016,6218,FB,5/20/2016,P,90
5/2/2016,6120,FB,5/20/2016,P,90
5/3/2016,6104,FB,5/20/2016,P,90
5/4/2016,6064,FB,5/20/2016,P,90
5/5/2016,6053,FB,5/20/2016,P,90
5/6/2016,6084,FB,5/20/2016,P,90
5/9/2016,6068,FB,5/20/2016,P,90
5/10/2016,6064,FB,5/20/2016,P,90
5/11/2016,6064,FB,5/20/2016,P,90
5/12/2016,6061,FB,5/20/2016,P,90
5/13/2016,6061,FB,5/20/2016,P,90
5/16/2016,6042,FB,5/20/2016,P,90
5/17/2016,6041,FB,5/20/2016,P,90
5/18/2016,6041,FB,5/20/2016,P,90
5/19/2016,6035,FB,5/20/2016,P,90
5/20/2016,6008,FB,5/20/2016,P,90
4/3/2016,46,FB,5/20/2016,P,140
4/4/2016,46,FB,5/20/2016,P,140
4/5/2016,47,FB,5/20/2016,P,140
4/6/2016,47,FB,5/20/2016,P,140
4/7/2016,47,FB,5/20/2016,P,140
4/8/2016,47,FB,5/20/2016,P,140
4/11/2016,48,FB,5/20/2016,P,140
4/12/2016,48,FB,5/20/2016,P,140
4/13/2016,48,FB,5/20/2016,P,140
4/14/2016,48,FB,5/20/2016,P,140
4/15/2016,48,FB,5/20/2016,P,140
4/18/2016,48,FB,5/20/2016,P,140
4/19/2016,48,FB,5/20/2016,P,140
4/20/2016,48,FB,5/20/2016,P,140
4/21/2016,48,FB,5/20/2016,P,140
4/22/2016,48,FB,5/20/2016,P,140
4/25/2016,48,FB,5/20/2016,P,140
4/26/2016,48,FB,5/20/2016,P,140
4/27/2016,48,FB,5/20/2016,P,140
4/28/2016,46,FB,5/20/2016,P,140
4/29/2016,46,FB,5/20/2016,P,140
5/2/2016,3,FB,5/20/2016,P,140
5/3/2016,4,FB,5/20/2016,P,140
5/4/2016,4,FB,5/20/2016,P,140
5/5/2016,4,FB,5/20/2016,P,140
5/6/2016,3,FB,5/20/2016,P,140
5/9/2016,3,FB,5/20/2016,P,140
5/10/2016,3,FB,5/20/2016,P,140
5/11/2016,3,FB,5/20/2016,P,140
5/12/2016,3,FB,5/20/2016,P,140
5/13/2016,3,FB,5/20/2016,P,140
5/16/2016,3,FB,5/20/2016,P,140
5/17/2016,3,FB,5/20/2016,P,140
5/18/2016,3,FB,5/20/2016,P,140
5/19/2016,3,FB,5/20/2016,P,140
4/3/2016,7089,FB,5/20/2016,P,95
4/4/2016,7622,FB,5/20/2016,P,95
4/5/2016,7658,FB,5/20/2016,P,95
4/6/2016,7702,FB,5/20/2016,P,95
4/7/2016,7724,FB,5/20/2016,P,95
4/8/2016,7855,FB,5/20/2016,P,95
4/11/2016,8687,FB,5/20/2016,P,95
4/12/2016,8759,FB,5/20/2016,P,95
4/13/2016,8944,FB,5/20/2016,P,95
4/14/2016,8960,FB,5/20/2016,P,95
4/15/2016,8994,FB,5/20/2016,P,95
4/18/2016,8988,FB,5/20/2016,P,95
4/19/2016,8601,FB,5/20/2016,P,95
4/20/2016,8307,FB,5/20/2016,P,95
4/21/2016,7700,FB,5/20/2016,P,95
4/22/2016,7854,FB,5/20/2016,P,95
4/25/2016,8109,FB,5/20/2016,P,95
4/26/2016,8021,FB,5/20/2016,P,95
4/27/2016,17841,FB,5/20/2016,P,95
4/28/2016,17055,FB,5/20/2016,P,95
4/29/2016,16997,FB,5/20/2016,P,95
5/2/2016,16922,FB,5/20/2016,P,95
5/3/2016,16897,FB,5/20/2016,P,95
5/4/2016,16889,FB,5/20/2016,P,95
5/5/2016,16884,FB,5/20/2016,P,95
5/6/2016,16936,FB,5/20/2016,P,95
5/9/2016,18008,FB,5/20/2016,P,95
5/10/2016,18030,FB,5/20/2016,P,95
5/11/2016,18030,FB,5/20/2016,P,95
5/12/2016,18080,FB,5/20/2016,P,95
5/13/2016,18077,FB,5/20/2016,P,95
5/16/2016,18072,FB,5/20/2016,P,95
5/17/2016,18072,FB,5/20/2016,P,95
5/18/2016,18072,FB,5/20/2016,P,95
5/19/2016,18072,FB,5/20/2016,P,95
5/20/2016,18043,FB,5/20/2016,P,95
4/18/2016,69,FB,5/20/2016,P,96
4/19/2016,214,FB,5/20/2016,P,96
4/20/2016,420,FB,5/20/2016,P,96
4/21/2016,420,FB,5/20/2016,P,96
4/22/2016,597,FB,5/20/2016,P,96
4/25/2016,590,FB,5/20/2016,P,96
4/26/2016,3606,FB,5/20/2016,P,96
4/27/2016,3925,FB,5/20/2016,P,96
4/28/2016,3673,FB,5/20/2016,P,96
4/29/2016,3666,FB,5/20/2016,P,96
5/2/2016,3716,FB,5/20/2016,P,96
5/3/2016,3716,FB,5/20/2016,P,96
5/4/2016,3716,FB,5/20/2016,P,96
5/5/2016,3716,FB,5/20/2016,P,96
5/6/2016,3896,FB,5/20/2016,P,96
5/9/2016,3894,FB,5/20/2016,P,96
5/10/2016,3894,FB,5/20/2016,P,96
5/11/2016,3894,FB,5/20/2016,P,96
5/12/2016,3871,FB,5/20/2016,P,96
5/13/2016,3871,FB,5/20/2016,P,96
5/16/2016,3867,FB,5/20/2016,P,96
5/17/2016,3865,FB,5/20/2016,P,96
5/18/2016,3865,FB,5/20/2016,P,96
5/19/2016,3823,FB,5/20/2016,P,96
5/20/2016,3823,FB,5/20/2016,P,96
4/18/2016,79,FB,5/20/2016,P,97
4/19/2016,131,FB,5/20/2016,P,97
4/20/2016,262,FB,5/20/2016,P,97
4/21/2016,267,FB,5/20/2016,P,97
4/22/2016,400,FB,5/20/2016,P,97
4/25/2016,473,FB,5/20/2016,P,97
4/26/2016,556,FB,5/20/2016,P,97
4/27/2016,1381,FB,5/20/2016,P,97
4/28/2016,1333,FB,5/20/2016,P,97
4/29/2016,1320,FB,5/20/2016,P,97
5/2/2016,1306,FB,5/20/2016,P,97
5/3/2016,1306,FB,5/20/2016,P,97
5/4/2016,1306,FB,5/20/2016,P,97
5/5/2016,1306,FB,5/20/2016,P,97
5/6/2016,1306,FB,5/20/2016,P,97
5/9/2016,1306,FB,5/20/2016,P,97
5/10/2016,1306,FB,5/20/2016,P,97
5/11/2016,1306,FB,5/20/2016,P,97
5/12/2016,1306,FB,5/20/2016,P,97
5/13/2016,1301,FB,5/20/2016,P,97
5/16/2016,1301,FB,5/20/2016,P,97
5/17/2016,1299,FB,5/20/2016,P,97
5/18/2016,1299,FB,5/20/2016,P,97
5/19/2016,1299,FB,5/20/2016,P,97
5/20/2016,1294,FB,5/20/2016,P,97
4/18/2016,57,FB,5/20/2016,P,98
4/19/2016,119,FB,5/20/2016,P,98
